species,gene_id,n_timepoints,min_consensus,mean_consensus,all_high_consensus,n_distinct_consensus,consensus_by_tp,tp1_exon,tp2_exon,tp3_exon,tp4_exon,shift_category
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28130.t1,3,1,1,TRUE,2,TP1:76026; TP2:76025; TP4:76025,76026,76025,NA,76025,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28152.t1,2,1,1,TRUE,2,TP2:138316; TP3:138315,NA,138316,138315,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2820.t1a,3,1,1,TRUE,3,TP1:154866; TP3:154868; TP4:154867,154866,NA,154868,154867,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28524.t1,2,1,1,TRUE,2,TP2:141190; TP3:141189,NA,141190,141189,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28559.t1,4,1,1,TRUE,2,TP1:141406; TP2:141407; TP3:141406; TP4:141406,141406,141407,141406,141406,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28586.t1,4,1,1,TRUE,2,TP1:141632; TP2:141631; TP3:141631; TP4:141631,141632,141631,141631,141631,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28590.t1,2,1,1,TRUE,2,TP1:141640; TP2:141639,141640,141639,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28618.t1,4,1,1,TRUE,2,TP1:141710; TP2:141710; TP3:141709; TP4:141710,141710,141710,141709,141710,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28696.t1,4,1,1,TRUE,2,TP1:142267; TP2:142267; TP3:142266; TP4:142266,142267,142267,142266,142266,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28765.t1,4,0.7,0.7972222222222222,TRUE,2,TP1:142861; TP2:142862; TP3:142862; TP4:142862,142861,142862,142862,142862,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28820.t1,4,1,1,TRUE,2,TP1:143101; TP2:143101; TP3:143101; TP4:143100,143101,143101,143101,143100,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2888.t1,3,1,1,TRUE,2,TP2:155000; TP3:155001; TP4:155001,NA,155000,155001,155001,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28920.t1,2,1,1,TRUE,2,TP1:133159; TP2:133158,133159,133158,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2899.t1,3,1,1,TRUE,2,TP2:155052; TP3:155049; TP4:155049,NA,155052,155049,155049,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g29057.t1,2,1,1,TRUE,2,TP3:134060; TP4:134059,NA,NA,134060,134059,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g29570.t1,2,1,1,TRUE,2,TP2:137744; TP3:137745,NA,137744,137745,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2977.t1,3,1,1,TRUE,2,TP1:155606; TP3:155605; TP4:155605,155606,NA,155605,155605,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2978.t1,4,1,1,TRUE,2,TP1:155607; TP2:155607; TP3:155608; TP4:155608,155607,155607,155608,155608,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2982.t1,2,1,1,TRUE,2,TP1:155616; TP3:155617,155616,NA,155617,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2988.t1,3,1,1,TRUE,2,TP2:155648; TP3:155650; TP4:155648,NA,155648,155650,155648,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g29956.t1,2,1,1,TRUE,2,TP3:205965; TP4:205966,NA,NA,205965,205966,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g30105.t1,2,1,1,TRUE,2,TP1:185163; TP2:185164,185163,185164,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3026.t1,2,1,1,TRUE,2,TP1:155811; TP2:155809,155811,155809,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g30333.t1,4,0.75,0.8125,TRUE,2,TP1:186676; TP2:186674; TP3:186674; TP4:186676,186676,186674,186674,186676,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3074.t1,2,1,1,TRUE,2,TP1:156368; TP4:156369,156368,NA,NA,156369,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g316.t1,4,1,1,TRUE,2,TP1:148728; TP2:148727; TP3:148727; TP4:148727,148728,148727,148727,148727,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3230.t1,2,1,1,TRUE,2,TP3:157386; TP4:157387,NA,NA,157386,157387,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3362.t1,2,1,1,TRUE,2,TP2:113326; TP4:113327,NA,113326,NA,113327,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3403.t1,3,1,1,TRUE,2,TP2:113532; TP3:113533; TP4:113532,NA,113532,113533,113532,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3566.t1,2,1,1,TRUE,2,TP1:114501; TP4:114500,114501,NA,NA,114500,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3623.t1,2,1,1,TRUE,2,TP3:114852; TP4:114854,NA,NA,114852,114854,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3636.t1,2,1,1,TRUE,2,TP3:114887; TP4:114886,NA,NA,114887,114886,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3677.t1,3,1,1,TRUE,3,TP2:114975; TP3:114974; TP4:114973,NA,114975,114974,114973,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3839.t1,2,1,1,TRUE,2,TP1:116174; TP3:116175,116174,NA,116175,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4074.t1,3,1,1,TRUE,2,TP1:199117; TP2:199119; TP4:199119,199117,199119,NA,199119,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4090.t1,2,1,1,TRUE,2,TP2:207639; TP4:207638,NA,207639,NA,207638,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4166.t1,2,1,1,TRUE,2,TP3:123000; TP4:122999,NA,NA,123000,122999,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4483.t1,2,1,1,TRUE,2,TP1:125371; TP4:125370,125371,NA,NA,125370,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4510.t1,4,0.75,0.8125,TRUE,2,TP1:125519; TP2:125519; TP3:125517; TP4:125519,125519,125519,125517,125519,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4543.t1,2,1,1,TRUE,2,TP1:125990; TP4:125991,125990,NA,NA,125991,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g455.t1,4,1,1,TRUE,3,TP1:149974; TP2:149972; TP3:149974; TP4:149973,149974,149972,149974,149973,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4742.t1,4,1,1,TRUE,3,TP1:127472; TP2:127473; TP3:127471; TP4:127472,127472,127473,127471,127472,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4876.t1,4,1,1,TRUE,2,TP1:208335; TP2:208334; TP3:208335; TP4:208334,208335,208334,208335,208334,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4885.t1,4,1,1,TRUE,2,TP1:203684; TP2:203684; TP3:203685; TP4:203684,203684,203684,203685,203684,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g49.t1,4,1,1,TRUE,2,TP1:204809; TP2:204809; TP3:204809; TP4:204808,204809,204809,204809,204808,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4972.t1,4,1,1,TRUE,2,TP1:204225; TP2:204225; TP3:204224; TP4:204225,204225,204225,204224,204225,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4989.t1,2,1,1,TRUE,2,TP3:204279; TP4:204281,NA,NA,204279,204281,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5039.t1,2,1,1,TRUE,2,TP2:204418; TP4:204417,NA,204418,NA,204417,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5198.t1,4,1,1,TRUE,2,TP1:77325; TP2:77324; TP3:77324; TP4:77324,77325,77324,77324,77324,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5408.t1,4,1,1,TRUE,3,TP1:78610; TP2:78613; TP3:78610; TP4:78614,78610,78613,78610,78614,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5436.t1,2,1,1,TRUE,2,TP3:78809; TP4:78811,NA,NA,78809,78811,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5669.t1,2,1,1,TRUE,2,TP1:80286; TP3:80287,80286,NA,80287,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5741.t1,2,1,1,TRUE,2,TP1:80735; TP2:80737,80735,80737,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5763.t1,4,0.7777777777777778,0.8694444444444445,TRUE,2,TP1:80938; TP2:80942; TP3:80938; TP4:80938,80938,80942,80938,80938,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5806.t1,2,1,1,TRUE,2,TP1:81205; TP2:81204,81205,81204,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5926.t1,2,1,1,TRUE,2,TP2:82051; TP3:82050,NA,82051,82050,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6161.t1a,4,1,1,TRUE,2,TP1:83240; TP2:83238; TP3:83238; TP4:83240,83240,83238,83238,83240,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6296.t1,2,1,1,TRUE,2,TP1:199675; TP2:199674,199675,199674,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6562.t1,4,1,1,TRUE,3,TP1:29347; TP2:29344; TP3:29345; TP4:29345,29347,29344,29345,29345,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6583.t1,3,1,1,TRUE,2,TP1:29557; TP2:29557; TP3:29558,29557,29557,29558,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6619.t1,2,1,1,TRUE,2,TP2:29887; TP4:29888,NA,29887,NA,29888,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6674.t1,4,1,1,TRUE,2,TP1:30412; TP2:30412; TP3:30412; TP4:30410,30412,30412,30412,30410,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6714.t1,3,1,1,TRUE,2,TP1:30790; TP2:30789; TP4:30789,30790,30789,NA,30789,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6728.t1,2,1,1,TRUE,2,TP1:30827; TP2:30828,30827,30828,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6756.t1,3,1,1,TRUE,2,TP1:30991; TP2:30994; TP3:30994,30991,30994,30994,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6767.t1,4,0.75,0.9375,TRUE,2,TP1:31052; TP2:31052; TP3:31051; TP4:31052,31052,31052,31051,31052,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6812.t1,3,1,1,TRUE,3,TP1:31413; TP2:31408; TP4:31405,31413,31408,NA,31405,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6928.t1,4,0.75,0.9375,TRUE,2,TP1:32067; TP2:32068; TP3:32068; TP4:32068,32067,32068,32068,32068,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6964.t1,2,1,1,TRUE,2,TP1:32490; TP4:32489,32490,NA,NA,32489,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g714.t1,2,1,1,TRUE,2,TP1:188541; TP4:188543,188541,NA,NA,188543,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g7164.t1,3,1,1,TRUE,2,TP1:34009; TP2:34010; TP4:34009,34009,34010,NA,34009,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g7747.t1,2,1,1,TRUE,2,TP1:38772; TP4:38770,38772,NA,NA,38770,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g7884.t1,3,1,1,TRUE,2,TP1:39845; TP2:39844; TP4:39845,39845,39844,NA,39845,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g7913.t1,2,1,1,TRUE,2,TP3:40144; TP4:40146,NA,NA,40144,40146,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g80.t1,4,1,1,TRUE,2,TP1:205987; TP2:205987; TP3:205988; TP4:205987,205987,205987,205988,205987,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8244.t1,3,1,1,TRUE,2,TP1:101177; TP3:101176; TP4:101176,101177,NA,101176,101176,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8291.t1,4,0.75,0.875,TRUE,2,TP1:101463; TP2:101462; TP3:101463; TP4:101462,101463,101462,101463,101462,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8292.t1,4,0.75,0.825,TRUE,2,TP1:101465; TP2:101464; TP3:101465; TP4:101464,101465,101464,101465,101464,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8413.t1,4,0.75,0.875,TRUE,2,TP1:102371; TP2:102371; TP3:102370; TP4:102370,102371,102371,102370,102370,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8568.t1,2,1,1,TRUE,2,TP3:103492; TP4:103493,NA,NA,103492,103493,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8801.t1,3,1,1,TRUE,2,TP1:105526; TP2:105526; TP4:105524,105526,105526,NA,105524,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8882.t1,3,1,1,TRUE,3,TP1:106218; TP2:106220; TP4:106215,106218,106220,NA,106215,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8908.t1a,3,1,1,TRUE,2,TP1:106417; TP2:106418; TP3:106417,106417,106418,106417,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8934.t1,3,1,1,TRUE,2,TP1:106605; TP3:106604; TP4:106605,106605,NA,106604,106605,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8944.t1,2,1,1,TRUE,2,TP2:106705; TP3:106703,NA,106705,106703,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9035.t1a,2,1,1,TRUE,2,TP1:107449; TP3:107451,107449,NA,107451,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9038.t2,3,1,1,TRUE,2,TP1:107454; TP2:107454; TP3:107455,107454,107454,107455,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9050.t1,3,1,1,TRUE,2,TP1:107485; TP2:107484; TP4:107484,107485,107484,NA,107484,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9100.t1,4,1,1,TRUE,2,TP1:107962; TP2:107962; TP3:107962; TP4:107963,107962,107962,107962,107963,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9121.t1,2,1,1,TRUE,2,TP1:205021; TP2:205022,205021,205022,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9181.t1,2,1,1,TRUE,2,TP3:205213; TP4:205214,NA,NA,205213,205214,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9220.t1,3,1,1,TRUE,2,TP1:188669; TP2:188669; TP4:188668,188669,188669,NA,188668,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9248.t1,2,1,1,TRUE,2,TP2:188801; TP4:188800,NA,188801,NA,188800,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9551.t1,4,0.75,0.9375,TRUE,3,TP1:108275; TP2:108277; TP3:108276; TP4:108275,108275,108277,108276,108275,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9576.t1,4,1,1,TRUE,2,TP1:108451; TP2:108451; TP3:108451; TP4:108452,108451,108451,108451,108452,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9730.t1,4,0.7,0.8,TRUE,2,TP1:109656; TP2:109657; TP3:109656; TP4:109656,109656,109657,109656,109656,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9818.t1,4,0.75,0.90625,TRUE,2,TP1:110366; TP2:110366; TP3:110366; TP4:110365,110366,110366,110366,110365,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9941.t1,3,1,1,TRUE,2,TP1:111319; TP2:111318; TP4:111318,111319,111318,NA,111318,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g10042.t2b,3,1,1,TRUE,2,TP2:116371; TP3:116371; TP4:116370,NA,116371,116371,116370,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g10601.t1,3,1,1,TRUE,2,TP1:44877; TP3:44875; TP4:44875,44877,NA,44875,44875,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g10967.t1,4,0.75,0.825,TRUE,2,TP1:47970; TP2:47971; TP3:47971; TP4:47971,47970,47971,47971,47971,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g11373.t1,4,1,1,TRUE,2,TP1:50450; TP2:50449; TP3:50449; TP4:50449,50450,50449,50449,50449,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g11452.t1,4,1,1,TRUE,3,TP1:50919; TP2:50920; TP3:50919; TP4:50916,50919,50920,50919,50916,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g11562.t1,3,1,1,TRUE,2,TP1:51592; TP3:51594; TP4:51594,51592,NA,51594,51594,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g12182.t1,4,0.75,0.9375,TRUE,2,TP1:52426; TP2:52427; TP3:52426; TP4:52427,52426,52427,52426,52427,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g12462.t1,2,1,1,TRUE,2,TP1:54428; TP3:54429,54428,NA,54429,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g12542.t1b,2,1,1,TRUE,2,TP3:54921; TP4:54922,NA,NA,54921,54922,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g12796.t1,3,1,1,TRUE,2,TP1:56431; TP2:56431; TP4:56432,56431,56431,NA,56432,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g1284.t1,3,1,1,TRUE,2,TP1:37200; TP2:37198; TP3:37198,37200,37198,37198,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g13158.t1,4,1,1,TRUE,2,TP1:151125; TP2:151125; TP3:151126; TP4:151125,151125,151125,151126,151125,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14154.t1b,2,1,1,TRUE,2,TP2:68180; TP3:68179,NA,68180,68179,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14248.t1,3,1,1,TRUE,2,TP1:68452; TP2:68452; TP3:68453,68452,68452,68453,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14686.t1b,2,1,1,TRUE,2,TP2:70647; TP4:70648,NA,70647,NA,70648,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14688.t1,2,1,1,TRUE,2,TP1:70656; TP3:70654,70656,NA,70654,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g1469.t1,4,0.75,0.8958333333333334,TRUE,2,TP1:38393; TP2:38395; TP3:38395; TP4:38395,38393,38395,38395,38395,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14870.t1,2,1,1,TRUE,2,TP1:72072; TP4:72071,72072,NA,NA,72071,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14895.t2,3,1,1,TRUE,2,TP1:72121; TP3:72120; TP4:72120,72121,NA,72120,72120,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g1525.t1,3,1,1,TRUE,2,TP1:38914; TP2:38915; TP3:38914,38914,38915,38914,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15340.t1,3,1,1,TRUE,2,TP1:75212; TP2:75213; TP3:75212,75212,75213,75212,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15477.t1a,3,1,1,TRUE,2,TP1:76032; TP2:76031; TP4:76032,76032,76031,NA,76032,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15595.t1,3,1,1,TRUE,2,TP1:199369; TP3:199368; TP4:199369,199369,NA,199368,199369,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15715.t1,2,1,1,TRUE,2,TP3:199980; TP4:199982,NA,NA,199980,199982,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15722.t1,4,1,1,TRUE,2,TP1:200027; TP2:200027; TP3:200026; TP4:200026,200027,200027,200026,200026,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16005.t1,3,1,1,TRUE,2,TP2:59675; TP3:59674; TP4:59674,NA,59675,59674,59674,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16049.t1,3,1,1,TRUE,2,TP1:59964; TP2:59964; TP4:59965,59964,59964,NA,59965,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16124.t1,2,1,1,TRUE,2,TP1:60268; TP2:60270,60268,60270,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16192.t1,4,1,1,TRUE,2,TP1:60737; TP2:60738; TP3:60737; TP4:60738,60737,60738,60737,60738,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16275.t2,4,1,1,TRUE,2,TP1:61472; TP2:61473; TP3:61472; TP4:61472,61472,61473,61472,61472,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16904.t1,3,1,1,TRUE,2,TP1:66868; TP2:66869; TP3:66868,66868,66869,66868,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16960.t1,4,1,1,TRUE,4,TP1:207910; TP2:207912; TP3:207915; TP4:207914,207910,207912,207915,207914,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g17155.t1,4,0.8,0.9142857142857143,TRUE,2,TP1:158635; TP2:158634; TP3:158634; TP4:158634,158635,158634,158634,158634,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g17216.t1,4,0.75,0.9375,TRUE,3,TP1:159002; TP2:159003; TP3:159004; TP4:159002,159002,159003,159004,159002,Timepoint-Coordinated
