gene_id,n_samples,n_unique_exons,n_shifts,shift_type,TP1_predom_exon,TP2_predom_exon,TP3_predom_exon,TP4_predom_exon,TP1_mean_frac,TP2_mean_frac,TP3_mean_frac,TP4_mean_frac
gene-Pocillopora_meandrina_HIv1___TS.g8559.t1,35,15,31,Robust shift,142917/142908/142912/142915/142909/142913/142914/142916,142908/142909/142914/142917/142919/142916,142910/142908/142920/142912/142914/142923/142918/142919,142924/142918/142925/142908/142912/142910,0.213,0.182,0.306,0.362
gene-Pocillopora_meandrina_HIv1___RNAseq.g12517.t1,37,14,31,Robust shift,202685/202666/202673/202668/202664/202677/202667,202665/202676/202675/202673/202667/202664,202674/202666/202690/202671/202664/202675,202666/202664/202677/202673/202669/202667,0.122,0.126,0.18,0.262
gene-Pocillopora_meandrina_HIv1___RNAseq.g17013.t1,38,14,31,Robust shift,164693/164678/164697/164696/164687/164686/164688/164690,164697/164686/164691/164689/164696/164687/164693/164680,164697/164686/164687/164676/164689/164694,164676/164687/164686/164693/164694/164697/164682,0.252,0.262,0.331,0.311
gene-Pocillopora_meandrina_HIv1___RNAseq.g23358.t1a,39,14,31,Robust shift,61172/61184/61180/61183/61179/61168/61155/61176,61184/61171/61168/61174/61172/61178/61183/61162,61156/61176/61185/61172/61168/61184,61183/61185/61168/61174,0.13,0.101,0.13,0.132
gene-Pocillopora_meandrina_HIv1___RNAseq.g25260.t2,38,14,31,Robust shift,200556/200554/200557/200544/200562/200559,200565/200564/200559/200560/200561,200560/200552/200559/200565/200558/200556/200564,200563/200547/200560/200565/200556/200562,0.099,0.101,0.106,0.12
gene-Pocillopora_meandrina_HIv1___RNAseq.g320.t1,37,14,31,Robust shift,148778/148779/148776/148771/148751/148780,148769/148780/148777/148771/148776/148773/148774/148775,148775/148780/148766/148778/148776/148767/148774,148779/148777/148778/148755/148751/148780,0.163,0.245,0.174,0.227
gene-Pocillopora_meandrina_HIv1___RNAseq.g4295.t1,39,14,31,Robust shift,124027/124036/124037/124026/124033/124029/124035,124031/124034/124029/124030/124027/124017/124037,124036/124033/124029/124031/124037/124035/124019,124035/124037/124029/124022/124032,0.151,0.159,0.124,0.228
gene-Pocillopora_meandrina_HIv1___TS.g3062.t1,39,14,31,Robust shift,193497/193502/193515/193503/193498/193512/193511,193496/193502/193515/193508/193505/193506/193498/193504/193503,193510/193498/193515/193502/193508/193503/193497/193512/193507,193498/193515/193503/193507/193505/193496,0.149,0.166,0.161,0.146
gene-Pocillopora_meandrina_HIv1___TS.g7654.t1,39,14,31,Robust shift,130607/130611/130610/130609,130609/130607/130596/130590/130603,130610/130605/130609/130611/130588/130607/130608,130611/130609/130601/130607/130604/130593/130595,0.267,0.216,0.276,0.246
gene-Pocillopora_meandrina_HIv1___RNAseq.g10170.t1,39,13,31,Robust shift,112640/112651/112652/112654/112644/112641/112650,112641/112651/112648/112652/112646/112640,112651/112654/112650/112653/112647/112649/112652,112654/112652/112651/112645/112647/112640,0.283,0.193,0.257,0.217
gene-Pocillopora_meandrina_HIv1___RNAseq.g11544.t1,38,13,31,Robust shift,130731/130723/130728/130727/130724,130735/130723/130728/130736/130732/130726/130733/130722,130736/130722/130735/130723/130728/130734/130725,130722/130723/130735,0.164,0.176,0.237,0.19
gene-Pocillopora_meandrina_HIv1___RNAseq.g11944.t1,39,13,31,Robust shift,165963/165957/165964/165959/165955/165966/165969,165963/165956/165960/165957/165964,165955/165967/165961/165956/165959/165958,165964/165963/165962/165956/165957,0.115,0.099,0.14,0.115
gene-Pocillopora_meandrina_HIv1___RNAseq.g15012.t1,36,13,31,Robust shift,202150/202137/202136/202139/202135/202148/202146,202138/202143/202148/202147/202139/202135/202136,202154/202143/202138/202148/202135/202136,202135/202144/202140/202148/202139/202138/202137,0.194,0.203,0.3,0.263
gene-Pocillopora_meandrina_HIv1___RNAseq.g22284.t1,39,13,31,Robust shift,9720/9721/9722/9725/9733/9726/9728,9719/9726/9722/9734/9724/9721/9733,9722/9731/9724/9734/9721,9721/9727/9724/9722/9720/9723,0.184,0.179,0.168,0.215
gene-Pocillopora_meandrina_HIv1___RNAseq.g24978.t1,39,13,31,Robust shift,57007/57009/56999/56998/57003,56997/57006/57000/57009/56995/57004/57008/57005,57006/57000/57009/57005/57003,57006/57002/57009/57005/57007,0.213,0.164,0.157,0.254
gene-Pocillopora_meandrina_HIv1___RNAseq.g323.t1,34,13,31,Robust shift,148788/148791/148795/148789/148817/148787/148799,148789/148787/148791/148800/148788,148802/148795/148797/148788/148798/148789,148790/148787/148822/148800/148797,0.303,0.338,0.326,0.401
gene-Pocillopora_meandrina_HIv1___RNAseq.g1065.t1,39,12,31,Robust shift,173710/173720/173714/173721/173717/173718/173704/173716,173719/173721/173716/173711/173713/173717/173714/173704,173719/173706/173704/173721/173717/173720/173716,173716/173718/173721/173719/173720,0.156,0.122,0.129,0.131
gene-Pocillopora_meandrina_HIv1___RNAseq.g12080.t1,39,12,31,Robust shift,166936/166932/166935/166941/166947/166931,166941/166931/166936/166933/166962/166952/166947,166932/166960/166933/166935/166931/166937,166936/166931/166935/166932/166952/166940,0.201,0.123,0.166,0.167
gene-Pocillopora_meandrina_HIv1___RNAseq.g13915.t1,39,12,31,Robust shift,169493/169500/169484/169492/169479/169480/169501/169477,169502/169484/169480/169493/169477/169490/169479/169500,169499/169491/169500/169502/169493/169501,169501/169500/169490,0.138,0.102,0.131,0.133
gene-Pocillopora_meandrina_HIv1___RNAseq.g15065.t1,38,12,31,Robust shift,41019/41017/41020/41018/41006/41015,41005/41017/41020/41015/41001/41019,41016/41004/41019/41020/41005/41015/41014,41016/41020/41006/41014/41017/41013/41005,0.119,0.127,0.162,0.218
gene-Pocillopora_meandrina_HIv1___RNAseq.g15301.t1,37,12,31,Robust shift,42837/42838/42839/42855/42835/42845/42848,42840/42844/42845/42838/42836/42835,42838/42836/42835/42849/42845,42837/42835/42845/42855/42846,0.192,0.323,0.233,0.229
gene-Pocillopora_meandrina_HIv1___RNAseq.g16524.t1,37,12,31,Robust shift,51426/51428/51430/51429/51440,51431/51425/51428/51429/51441/51442,51429/51430/51425/51440/51432/51426,51437/51431/51429/51430/51434/51426,0.217,0.158,0.318,0.276
gene-Pocillopora_meandrina_HIv1___RNAseq.g17260.t1,39,12,31,Robust shift,193209/193207/193205/193208/193203/193192/193204,193209/193203/193205/193207,193207/193197/193204/193195/193209/193202/193208,193209/193203/193207/193198/193204/193201,0.138,0.091,0.116,0.105
gene-Pocillopora_meandrina_HIv1___RNAseq.g18930.t1,37,12,31,Robust shift,17625/17630/17631/17632/17620/17633/17621,17632/17626/17629/17633/17631,17632/17631/17629/17624/17628/17625,17630/17632/17628/17631/17619/17633,0.181,0.302,0.249,0.216
gene-Pocillopora_meandrina_HIv1___RNAseq.g20395.t1,38,12,31,Robust shift,27043/27033/27039/27037/27031/27034,27039/27043/27035/27041/27028/27033,27031/27042/27043/27034/27028/27041/27032,27043/27032/27042/27038/27035/27033,0.189,0.164,0.15,0.217
gene-Pocillopora_meandrina_HIv1___RNAseq.g20865.t1,38,12,31,Robust shift,195689/195688/195693/195691/195694/195698,195688/195690/195692/195694/195687/195698,195687/195691/195688/195693/195696,195693/195692/195699/195697/195698/195687/195689/195691,0.214,0.313,0.378,0.303
gene-Pocillopora_meandrina_HIv1___RNAseq.g22527.t1,39,12,31,Robust shift,11944/11943/11937/11951/11957,11951/11943/11944/11949/11940/11939,11938/11939/11944/11943/11950,11942/11943/11944/11948/11951,0.092,0.09,0.105,0.105
gene-Pocillopora_meandrina_HIv1___RNAseq.g23435.t1,38,12,31,Robust shift,61764/61762/61774/61761/61770/61769,61770/61774/61777/61761/61767,61764/61774/61761/61762/61771,61773/61761/61762/61768/61764/61765,0.092,0.091,0.109,0.135
gene-Pocillopora_meandrina_HIv1___RNAseq.g25480.t1,39,12,31,Robust shift,178678/178679/178680/178677/178676/178706/178695,178677/178679/178676/178678/178680,178680/178687/178679/178686/178677/178676/178678,178710/178677/178676/178678/178707/178679/178681,0.112,0.078,0.085,0.088
gene-Pocillopora_meandrina_HIv1___RNAseq.g26228.t1,39,12,31,Robust shift,119347/119368/119367/119369/119354/119364,119365/119369/119368/119360/119359/119353,119355/119369/119364/119365/119354/119368/119367/119353/119366,119368/119369/119354/119360,0.132,0.105,0.142,0.167
gene-Pocillopora_meandrina_HIv1___RNAseq.g26802.t1,37,12,31,Robust shift,68107/68101/68105/68106/68098/68095,68103/68106/68107/68096/68104/68098,68107/68098/68093/68102/68104,68107/68106/68108/68101/68098/68102,0.229,0.262,0.325,0.378
gene-Pocillopora_meandrina_HIv1___RNAseq.g29354.t1,39,12,31,Robust shift,136135/136163/136149/136162/136155/136156,136155/136160/136159/136163/136156/136144,136163/136155/136157/136160/136156,136163/136129/136139/136160/136156/136155,0.175,0.089,0.118,0.133
gene-Pocillopora_meandrina_HIv1___RNAseq.g29709.t1,35,12,31,Robust shift,195994/195988/195986/195992/195990/195998,195989/195987/195996/195992/195993,195988/195998/195986/195987/195989/195997/195994,195992/195988/195987/195986/195995,0.412,0.283,0.414,0.311
gene-Pocillopora_meandrina_HIv1___RNAseq.g30038.t1,39,12,31,Robust shift,184684/184660/184685/184674/184677/184670/184666/184672,184675/184685/184682/184660/184674/184673,184660/184670/184685/184675,184660/184685/184682/184670/184674/184671,0.131,0.073,0.16,0.086
gene-Pocillopora_meandrina_HIv1___RNAseq.g30313.t1,39,12,31,Robust shift,186438/186437/186441/186442/186435/186431/186432,186439/186435/186438/186437/186442/186430/186432/186441,186431/186438/186437/186436/186428/186433,186433/186437/186436/186438/186430,0.185,0.17,0.154,0.153
gene-Pocillopora_meandrina_HIv1___RNAseq.g4009.t1,39,12,31,Robust shift,198648/198646/198647/198653/198659/198655/198654,198655/198646/198652/198648/198647/198654,198646/198654/198647/198650/198648,198646/198657/198651/198659/198645/198648,0.162,0.201,0.167,0.254
gene-Pocillopora_meandrina_HIv1___RNAseq.g7856.t1,35,12,31,Robust shift,39607/39595/39605/39597/39594/39601/39600/39596,39596/39606/39595/39608/39601/39600,39600/39594/39599/39595/39607/39598,39600/39608/39596/39595,0.227,0.359,0.296,0.348
gene-Pocillopora_meandrina_HIv1___RNAseq.g9681.t1,39,12,31,Robust shift,109218/109219/109222/109228/109233/109225,109219/109217/109223/109226,109219/109218/109217/109228/109236,109224/109217/109219/109234/109218/109233/109225,0.088,0.081,0.103,0.13
gene-Pocillopora_meandrina_HIv1___TS.g19259.t1,39,12,31,Robust shift,121197/121205/121194/121209/121196,121194/121197/121204/121207/121205,121194/121206/121204/121197/121196/121198,121197/121196/121204/121199/121218/121203,0.086,0.07,0.086,0.092
gene-Pocillopora_meandrina_HIv1___TS.g22728.t1,39,12,31,Robust shift,181565/181569/181590/181586/181594,181568/181565/181569/181571/181567,181591/181569/181570/181567/181587/181590/181565/181573,181569/181567/181565/181568/181590/181586/181570,0.109,0.09,0.088,0.165
gene-Pocillopora_meandrina_HIv1___TS.g22784.t2,37,12,31,Robust shift,182019/182016/182028/182032/182017,182025/182015/182016/182021/182028/182020/182029,182025/182028/182019/182016/182021/182017/182015,182023/182022/182028/182016/182015,0.162,0.153,0.177,0.205
gene-Pocillopora_meandrina_HIv1___TS.g24645.t1,37,12,31,Robust shift,82048/82037/82045/82040/82047/82036/82042/82044,82046/82047/82045/82048/82039/82042,82046/82047/82048/82045/82049,82041/82046/82048/82040/82047,0.167,0.185,0.202,0.22
gene-Pocillopora_meandrina_HIv1___TS.g26041.t1,33,12,31,Robust shift,3568/3573/3574/3557/3560/3559,3561/3574/3557/3570/3558/3566,3566/3573/3569/3571/3574/3557/3570,3560/3561/3574/3557,0.34,0.442,0.35,0.454
gene-Pocillopora_meandrina_HIv1___TS.g6689.t1b,39,12,31,Robust shift,137228/137237/137238/137233/137235,137238/137237/137233/137229/137235/137232,137237/137229/137238/137230/137234/137233,137231/137233/137237/137234/137236/137228/137238/137227,0.248,0.199,0.184,0.193
gene-Pocillopora_meandrina_HIv1___TS.g9151.t2,39,12,31,Robust shift,180443/180444/180440/180429/180439/180425/180432/180436,180443/180440/180435/180442/180433/180441/180425/180436,180439/180436/180442/180441/180432/180443/180440/180435,180436/180444/180443/180425/180435,0.223,0.152,0.15,0.164
gene-Pocillopora_meandrina_HIv1___RNAseq.g12704.t1,39,11,31,Robust shift,190604/190602/190600/190595/190607/190603/190599,190600/190604/190603/190607/190602/190599,190602/190612/190600/190603/190607/190604/190595,190603/190601/190600/190597/190598/190604/190595/190607,0.093,0.085,0.09,0.08
gene-Pocillopora_meandrina_HIv1___RNAseq.g12728.t1a,38,11,31,Robust shift,190810/190817/190815/190809/190819,190815/190810/190818/190809/190819/190813,190810/190822/190814/190819/190817/190818/190815,190810/190814/190821/190816/190818/190815,0.176,0.153,0.208,0.208
gene-Pocillopora_meandrina_HIv1___RNAseq.g13545.t2,39,11,31,Robust shift,97800/97799/97801/97792/97791/97784,97800/97799/97796/97801/97797,97801/97788/97800/97789/97796,97801/97799/97800/97798/97796,0.152,0.143,0.163,0.262
gene-Pocillopora_meandrina_HIv1___RNAseq.g13638.t1,38,11,31,Robust shift,98419/98423/98417/98416/98424/98422/98429,98416/98424/98418/98417/98420,98416/98418/98421/98423,98427/98416/98421/98418/98423/98422/98424,0.237,0.323,0.377,0.33
gene-Pocillopora_meandrina_HIv1___RNAseq.g13905.t1,39,11,31,Robust shift,169419/169420/169415/169392/169396,169419/169420/169418/169399/169388,169401/169412/169396/169419/169420/169415/169418/169417,169419/169420/169392/169417,0.079,0.074,0.085,0.092
gene-Pocillopora_meandrina_HIv1___RNAseq.g14376.t1,39,11,31,Robust shift,92290/92286/92292/92285/92297/92302,92284/92292/92285/92288/92286/92291/92289,92284/92285/92287/92292/92286/92288,92285/92286/92292/92287,0.213,0.136,0.228,0.222
gene-Pocillopora_meandrina_HIv1___RNAseq.g14812.t1,39,11,31,Robust shift,161491/161499/161500/161496/161501/161495,161491/161497/161488/161500/161498/161501,161499/161500/161497/161501/161491,161500/161490/161498/161485/161491,0.205,0.117,0.136,0.152
gene-Pocillopora_meandrina_HIv1___RNAseq.g17625.t2,37,11,31,Robust shift,158916/158919/158918/158917,158916/158922/158924/158927/158933/158921,158916/158920/158919/158917/158927,158923/158918/158916/158920/158921/158927,0.243,0.206,0.3,0.272
gene-Pocillopora_meandrina_HIv1___RNAseq.g2044.t1,39,11,31,Robust shift,86420/86410/86416/86415/86421,86420/86425/86412/86415/86414,86416/86412/86419/86414/86420/86415/86411,86417/86414/86416/86415/86420/86410,0.07,0.066,0.067,0.087
gene-Pocillopora_meandrina_HIv1___RNAseq.g21179.t1,39,11,31,Robust shift,2642/2647/2639/2638/2644/2641,2638/2647/2645/2648/2639/2646,2646/2639/2638/2647/2643,2646/2639/2645/2642/2640/2638,0.191,0.162,0.238,0.15
gene-Pocillopora_meandrina_HIv1___RNAseq.g21739.t1,39,11,31,Robust shift,6778/6791/6774/6769/6789,6778/6790/6772/6774/6769/6770/6777/6771,6791/6790/6774/6769/6778/6788,6790/6791/6777/6778/6769/6789/6774,0.074,0.068,0.081,0.075
gene-Pocillopora_meandrina_HIv1___RNAseq.g22019.t1,36,11,31,Robust shift,8029/8021/8025/8028/8024/8027,8029/8016/8021/8028/8027/8026/8018,8015/8016/8028/8029/8027,8021/8029/8025/8020,0.216,0.299,0.205,0.264
gene-Pocillopora_meandrina_HIv1___RNAseq.g22409.t1,39,11,31,Robust shift,10938/10940/10947/10948,10938/10937/10942/10945/10944,10943/10937/10940/10946/10942/10938,10938/10943/10942/10940/10944/10939,0.232,0.24,0.24,0.197
gene-Pocillopora_meandrina_HIv1___RNAseq.g22595.t1,37,11,31,Robust shift,12437/12438/12436/12433/12429,12437/12438/12432/12435/12436/12427,12438/12434/12435/12436/12428/12437/12433/12429,12431/12436/12438/12435/12437,0.203,0.209,0.221,0.172
gene-Pocillopora_meandrina_HIv1___RNAseq.g23791.t1,37,11,31,Robust shift,64790/64792/64789/64800/64793,64789/64792/64799/64797/64795/64794,64794/64789/64790/64795/64802/64792,64792/64795/64794/64800/64790/64791,0.336,0.378,0.268,0.36
gene-Pocillopora_meandrina_HIv1___RNAseq.g25824.t1,39,11,31,Robust shift,181421/181425/181417/181422/181419,181418/181424/181421/181425/181422/181416/181420,181421/181415/181414/181425/181416/181422/181424/181420,181424/181425/181421,0.148,0.118,0.133,0.15
gene-Pocillopora_meandrina_HIv1___RNAseq.g26215.t1,39,11,31,Robust shift,119265/119264/119272/119263/119274/119266,119266/119264/119260/119274/119272/119268,119260/119264/119261/119266/119274/119263,119260/119264/119270/119262/119261,0.176,0.153,0.259,0.246
gene-Pocillopora_meandrina_HIv1___RNAseq.g26411.t1,36,11,31,Robust shift,120561/120556/120554/120562/120560/120559,120551/120562/120556/120560/120557/120559/120561,120562/120563/120555/120560/120559/120561,120558/120560/120556/120562/120554,0.28,0.271,0.396,0.294
gene-Pocillopora_meandrina_HIv1___RNAseq.g26992.t1,39,11,31,Robust shift,68905/68903/68902/68901/68908/68910/68926/68900,68898/68903/68904/68908/68902/68910/68901/68900,68904/68898/68900/68903,68899/68898/68900/68902/68903/68901,0.113,0.102,0.11,0.114
gene-Pocillopora_meandrina_HIv1___RNAseq.g28437.t1,39,11,31,Robust shift,140620/140624/140623/140643/140627,140620/140634/140624/140625/140622/140631/140623,140621/140620/140624/140632,140620/140623/140634/140624/140632/140625,0.126,0.123,0.135,0.148
gene-Pocillopora_meandrina_HIv1___RNAseq.g29824.t1,39,11,31,Robust shift,197007/197009/197005/197012/197006/197011,197010/197009/197008/197012/197005,197013/197011/196997/197005/197009/197006/197007/197012,197008/197003/197012/197007/197013/197005/197011,0.135,0.118,0.143,0.161
gene-Pocillopora_meandrina_HIv1___RNAseq.g3599.t1,39,11,31,Robust shift,114581/114580/114584/114590/114582,114580/114583/114590/114582/114588/114581,114582/114580/114588/114585/114590/114583,114584/114580/114594/114593/114585/114583/114586,0.071,0.057,0.069,0.084
gene-Pocillopora_meandrina_HIv1___RNAseq.g3619.t2,39,11,31,Robust shift,114837/114831/114832/114835/114833/114836/114830/114829,114831/114832/114834/114829,114829/114845/114831/114830/114834/114838,114830/114829/114838/114832/114831,0.103,0.133,0.134,0.14
gene-Pocillopora_meandrina_HIv1___RNAseq.g4255.t1,39,11,31,Robust shift,123659/123655/123654/123658/123652/123653/123660,123657/123652/123661/123656/123653/123672,123659/123652/123653/123657,123653/123657/123656/123654/123652/123672,0.14,0.122,0.144,0.128
gene-Pocillopora_meandrina_HIv1___RNAseq.g5357.t1,38,11,31,Robust shift,78260/78263/78262/78261/78265,78260/78272/78269/78266/78271/78262,78272/78264/78262/78266/78260/78265/78261,78261/78262/78272/78265/78271/78268,0.146,0.147,0.231,0.215
gene-Pocillopora_meandrina_HIv1___RNAseq.g5466.t1,38,11,31,Robust shift,79084/79087/79095/79088/79086,79088/79095/79094/79089/79078/79091,79096/79087/79090/79095/79086/79094/79091/79089,79095/79094/79088/79086/79090,0.295,0.342,0.188,0.288
gene-Pocillopora_meandrina_HIv1___RNAseq.g6447.t1,39,11,31,Robust shift,28376/28373/28372/28371/28389/28379/28374,28373/28371/28374,28373/28370/28376/28377,28373/28375/28389/28383/28370/28374/28372,0.112,0.106,0.128,0.137
gene-Pocillopora_meandrina_HIv1___RNAseq.g6951.t1,38,11,31,Robust shift,32381/32391/32390/32385/32379,32390/32382/32391/32381/32372,32385/32389/32390/32391/32380/32381,32386/32391/32390/32380/32387,0.15,0.12,0.156,0.165
gene-Pocillopora_meandrina_HIv1___TS.g16734.t1,37,11,31,Robust shift,65360/65356/65358/65357/65361,65356/65364/65365/65360/65361/65357,65357/65364/65366/65356/65367,65356/65360/65369/65371/65357,0.142,0.186,0.189,0.22
gene-Pocillopora_meandrina_HIv1___TS.g17401.t2,38,11,31,Robust shift,160263/160266/160261/160262/160269/160260,160263/160270/160262/160265/160264/160269,160271/160262/160268/160266/160269/160263,160266/160271/160269/160261/160262,0.34,0.233,0.243,0.285
gene-Pocillopora_meandrina_HIv1___TS.g18788.t1,39,11,31,Robust shift,117778/117777/117781/117805/117784,117777/117778/117782/117786/117805/117779,117778/117792/117780/117777/117781/117805,117777/117778/117783/117781,0.127,0.109,0.116,0.119
gene-Pocillopora_meandrina_HIv1___TS.g6233.t2a,36,11,31,Robust shift,133862/133866/133861/133854/133865,133861/133863/133866/133865/133854/133860,133866/133864/133861/133857/133855/133862,133855/133866/133862/133858/133854/133865/133863/133860,0.259,0.221,0.276,0.343
gene-Pocillopora_meandrina_HIv1___TS.g8710.t1,39,11,31,Robust shift,203932/203920/203926/203916/203914,203921/203920/203925,203914/203920/203918/203921/203923/203932,203919/203916/203920/203925/203928/203918,0.198,0.115,0.125,0.126
gene-Pocillopora_meandrina_HIv1___RNAseq.g11579.t1,39,10,31,Robust shift,131040/131035/131036/131038/131037/131034/131048,131038/131035/131040/131034/131041/131033,131040/131035/131033/131041/131039/131036,131035/131040/131036,0.188,0.159,0.163,0.169
gene-Pocillopora_meandrina_HIv1___RNAseq.g12156.t1,39,10,31,Robust shift,167577/167585/167583/167575/167586/167587/167576/167580,167575/167587/167586,167587/167582/167576/167585,167586/167587/167579/167577/167575,0.241,0.16,0.161,0.168
gene-Pocillopora_meandrina_HIv1___RNAseq.g13766.t1,37,10,31,Robust shift,99179/99177/99176/99175/99178/99188,99176/99175/99179/99188/99182/99177,99180/99176/99181/99184/99175/99178,99175/99177/99176/99179/99180,0.157,0.228,0.248,0.292
gene-Pocillopora_meandrina_HIv1___RNAseq.g14223.t1,39,10,31,Robust shift,171212/171213/171217/171214/171210,171215/171211/171210/171212/171208/171209,171211/171215/171209/171212/171217,171216/171212/171214/171209/171217,0.21,0.223,0.226,0.326
gene-Pocillopora_meandrina_HIv1___RNAseq.g14286.t1,39,10,31,Robust shift,91757/91763/91764/91761/91792/91765,91762/91757/91759/91763/91761/91774/91758,91757/91759/91763/91758/91762,91757/91758/91759/91765/91763,0.101,0.09,0.102,0.107
gene-Pocillopora_meandrina_HIv1___RNAseq.g14417.t1,38,10,31,Robust shift,92583/92581/92588/92586/92587,92583/92581/92589/92586/92585/92587/92582,92579/92586/92581/92588/92590/92587/92583,92586/92581/92583/92590/92579,0.249,0.192,0.251,0.217
gene-Pocillopora_meandrina_HIv1___RNAseq.g14869.t1,38,10,31,Robust shift,161809/161802/161807/161801/161800/161805,161803/161801/161807/161802/161809/161805,161802/161808/161801/161805/161809/161804,161802/161803/161812/161807/161805/161801,0.182,0.18,0.186,0.17
gene-Pocillopora_meandrina_HIv1___RNAseq.g15723.t1,36,10,31,Robust shift,46166/46172/46169/46168,46167/46168/46172/46166/46170/46185,46167/46170/46176/46166/46168/46174,46169/46171/46166/46168/46167,0.2,0.268,0.258,0.244
gene-Pocillopora_meandrina_HIv1___RNAseq.g19153.t1,39,10,31,Robust shift,19209/19208/19214/19207/19215,19214/19212/19211/19209/19208/19213,19202/19214/19210/19211/19207/19208/19213,19211/19213/19214/19209/19215/19212,0.111,0.1,0.114,0.135
gene-Pocillopora_meandrina_HIv1___RNAseq.g20506.t2,39,10,31,Robust shift,27938/27935/27934/27932/27936,27936/27935/27938/27933/27932,27938/27933/27935/27929/27937/27936/27931,27936/27938/27937/27930/27935,0.172,0.153,0.164,0.139
gene-Pocillopora_meandrina_HIv1___RNAseq.g20560.t2,39,10,31,Robust shift,205690/205691/205693/205677/205695,205692/205691/205677/205667/205679/205693,205692/205697/205691/205693/205690/205694,205692/205691/205690/205677/205694,0.134,0.088,0.102,0.111
gene-Pocillopora_meandrina_HIv1___RNAseq.g21765.t1,38,10,31,Robust shift,6972/6979/6980/6974/6975,6972/6965/6980/6971/6979/6966,6965/6978/6980/6967/6979/6974/6972/6975,6974/6972/6980/6978/6975,0.098,0.102,0.1,0.11
gene-Pocillopora_meandrina_HIv1___RNAseq.g21806.t1,39,10,31,Robust shift,7235/7230/7229/7240/7236/7234,7229/7238/7230/7232,7233/7234/7230/7229/7231,7230/7232/7229/7231,0.114,0.12,0.115,0.122
gene-Pocillopora_meandrina_HIv1___RNAseq.g22314.t1,39,10,31,Robust shift,9970/9969/9963/9964/9972,9968/9967/9969/9963/9970,9971/9965/9967/9961/9968/9970/9969,9970/9967/9963/9968/9964,0.149,0.154,0.163,0.155
gene-Pocillopora_meandrina_HIv1___RNAseq.g22633.t1,35,10,31,Robust shift,12744/12751/12758/12756,12758/12749/12756/12757/12751/12747/12755,12756/12755/12758/12746/12757/12754,12754/12758/12755/12746/12757/12744,0.314,0.314,0.393,0.479
gene-Pocillopora_meandrina_HIv1___RNAseq.g22634.t1,39,10,31,Robust shift,12769/12760/12759/12763/12765/12761,12760/12761/12770/12763/12762/12772,12765/12760/12762/12759/12761,12763/12762/12759/12772/12776/12760/12761,0.163,0.156,0.184,0.218
gene-Pocillopora_meandrina_HIv1___RNAseq.g23085.t1,39,10,31,Robust shift,59442/59446/59443/59441/59447/59440,59444/59446/59442/59443/59445/59441/59447,59444/59445/59441/59443/59440/59434/59436,59444/59446/59445/59436/59434/59443/59447/59442,0.119,0.102,0.093,0.097
gene-Pocillopora_meandrina_HIv1___RNAseq.g23511.t1,39,10,31,Robust shift,62412/62411/62420,62408/62411/62424/62412/62406/62418/62416,62424/62409/62412/62408/62411/62417,62411/62409/62412/62408/62417,0.186,0.125,0.181,0.232
gene-Pocillopora_meandrina_HIv1___RNAseq.g26574.t1,39,10,31,Robust shift,121809/121812/121811/121808/121810,121810/121811/121804/121806/121801/121793/121805,121811/121812/121810,121812/121811/121810/121808,0.168,0.144,0.181,0.183
gene-Pocillopora_meandrina_HIv1___RNAseq.g27864.t1,39,10,31,Robust shift,74388/74389/74385/74391/74392/74383/74375/74384,74384/74389/74386/74391/74385/74383/74388,74392/74391/74381/74384/74389/74385/74383,74392/74385/74389/74384/74383/74375/74391,0.205,0.109,0.126,0.117
gene-Pocillopora_meandrina_HIv1___RNAseq.g28377.t1,39,10,31,Robust shift,140058/140069/140071/140059/140072/140065,140071/140065/140058/140070/140064,140056/140066/140065/140071/140069/140072,140072/140071/140065/140070/140064,0.197,0.177,0.228,0.23
gene-Pocillopora_meandrina_HIv1___RNAseq.g28933.t1,39,10,31,Robust shift,133271/133273/133272/133266/133270/133265,133271/133265/133274/133267/133268/133272,133271/133265/133270/133269,133274/133273/133270/133271/133265/133269/133272,0.179,0.164,0.19,0.173
gene-Pocillopora_meandrina_HIv1___RNAseq.g29154.t1,39,10,31,Robust shift,134907/134906/134908/134896/134904/134898,134908/134906/134903/134904/134907,134908/134905/134906/134907/134898,134904/134908/134907/134906/134901/134897,0.165,0.139,0.145,0.17
gene-Pocillopora_meandrina_HIv1___RNAseq.g30101.t1,39,10,31,Robust shift,185129/185140/185141/185135,185141/185136/185140/185131/185139/185130/185135,185129/185130/185141/185132/185140,185134/185141/185140/185139,0.133,0.13,0.144,0.144
gene-Pocillopora_meandrina_HIv1___RNAseq.g3140.t1,39,10,31,Robust shift,156814/156810/156809/156818/156817/156822/156813,156809/156810/156811,156810/156815/156813/156809/156811/156812,156810/156809/156814/156817,0.219,0.156,0.163,0.172
gene-Pocillopora_meandrina_HIv1___RNAseq.g3522.t2,37,10,31,Robust shift,114295/114294/114305/114304/114302/114297,114305/114295/114302/114294,114295/114297/114298/114303/114294/114300/114302,114294/114299/114304/114300/114295,0.149,0.173,0.263,0.185
gene-Pocillopora_meandrina_HIv1___RNAseq.g6016.t1,39,10,31,Robust shift,82563/82559/82565/82571,82563/82564/82562/82560/82559/82558,82563/82571/82562/82558/82559,82574/82558/82559/82571/82561/82560,0.126,0.131,0.143,0.176
