group_id,gene_id,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
OG_07183,Peve_00015953,91,172,95,137,71,40,157,43,51,103,278,52,160,141,195,460,143,118,249,244,87,23,488,392,88,874,53,20,56,90,229,242,99,46,199,71,46,51
OG_12616,Peve_00015967,39,62,21,2,22,4,26,5,9,5,7,6,3,8,8,23,15,4,14,66,15,6,0,8,16,24,0,0,0,11,15,0,18,4,0,0,15,0
OG_01384,Peve_00016030,174,102,59,57,133,50,162,39,35,82,158,77,112,87,163,279,74,72,132,108,47,49,141,100,116,118,26,29,18,48,184,92,130,33,199,63,61,92
OG_12837,Peve_00016213,0,3,35,45,54,30,62,9,62,56,55,27,30,16,40,107,47,46,61,56,8,15,0,2,17,0,8,0,5,10,8,0,0,0,59,23,11,31
OG_16627,Peve_00016142,0,6,4,7,35,18,0,0,26,17,36,9,35,58,0,0,0,0,4,5,0,0,12,93,0,118,14,0,0,0,43,28,24,3,15,19,0,0
OG_04799,Peve_00016555,9628,1730,452,1628,774,347,3670,307,1148,816,2315,675,1683,2084,2849,763,801,597,5989,2648,467,3239,3771,6651,3995,7971,1257,3611,233,2467,4293,1453,1680,1909,2436,3881,300,2837
OG_01277,Peve_00016734,42,68,71,28,53,15,55,33,10,94,81,30,51,58,41,171,95,48,36,54,37,5,55,22,50,83,23,14,0,36,45,44,48,19,118,31,29,26
OG_13684,Peve_00018981,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OG_00460,Peve_00019358,84,99,59,11,45,58,203,67,18,16,101,90,41,23,33,242,68,15,174,156,29,14,136,151,99,218,68,7,17,24,191,88,55,34,133,95,24,62
OG_06607,Peve_00019493,220,403,248,79,400,213,282,209,211,498,521,178,177,227,272,341,349,321,112,231,368,162,184,157,542,259,228,157,124,194,355,127,397,162,173,106,243,81
OG_06610,Peve_00019501,43,60,34,18,102,30,62,41,48,71,119,21,44,40,35,94,86,88,41,60,47,17,123,94,45,71,27,21,21,35,58,34,41,38,101,36,25,17
OG_01748,Peve_00019894,54,27,15,6,32,14,124,56,27,0,20,11,20,12,16,53,38,7,105,83,26,16,26,33,36,66,26,4,0,26,49,42,22,0,48,37,20,14
OG_01747,Peve_00019897,3046,873,465,438,552,439,2744,354,395,3193,1370,473,848,1241,1315,688,1001,660,1594,1228,2929,1171,529,932,4443,1739,3348,2879,401,1501,1872,257,1163,658,1110,1444,2677,735
OG_13013,Peve_00020429,556,431,412,332,655,178,402,140,141,3672,564,205,378,493,472,1906,621,429,364,170,321,222,765,352,440,462,438,298,148,81,259,173,381,75,829,186,197,216
OG_10267,Peve_00020564,24584,12110,5146,4900,13852,6410,13854,4206,12771,18179,23550,7568,8766,12739,15582,13719,10401,7757,11616,10480,5076,6996,4554,13790,12621,19340,6897,7544,3209,10568,13942,6031,9266,10032,6210,21150,7023,11060
OG_06754,Peve_00021513,925,895,593,657,845,257,1061,318,266,1263,1202,275,559,698,888,1668,652,529,1064,714,306,687,1496,858,591,1390,403,191,237,299,1000,554,829,392,2507,510,268,617
OG_13466,Peve_00021723,171,178,105,118,169,73,11,11,65,181,4,0,5,0,211,318,138,106,111,191,56,34,86,134,73,84,78,36,21,58,0,4,0,0,55,26,18,12
OG_10109,Peve_00021731,263,357,174,151,342,87,328,147,69,333,623,130,241,395,370,668,467,371,386,197,152,151,230,275,157,319,261,120,97,156,221,86,130,56,340,94,87,96
OG_13465,Peve_00021733,232,352,164,63,333,155,278,218,53,214,323,127,122,115,198,415,274,287,294,249,194,155,181,232,213,297,176,150,66,87,153,124,107,97,311,130,107,80
OG_10332,Peve_00021856,500,2570,1041,1492,2835,976,1744,857,1034,113,3710,549,2330,2300,1816,5057,1852,1678,641,1814,169,9,1058,1392,6,881,113,4,989,932,1272,992,1419,673,978,580,337,220
OG_11245,Peve_00022125,30,168,176,96,268,111,52,26,44,64,300,119,202,128,1,0,0,0,16,122,33,0,0,0,0,1,27,34,43,131,17,0,28,0,2,16,0,0
OG_16944,Peve_00022132,239,339,396,217,485,188,113,100,91,832,302,110,291,230,121,343,106,118,146,88,90,60,399,168,224,356,196,61,138,63,135,82,181,22,381,38,136,122
OG_02000,Peve_00022340,60,255,47,219,297,78,399,183,105,12,421,81,114,309,152,124,46,68,193,255,21,15,240,483,7,883,17,0,104,239,461,380,219,239,333,291,26,213
OG_17027,Peve_00023470,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0
OG_17045,Peve_00023719,9,51,43,45,48,29,40,23,9,36,68,49,57,49,48,149,81,67,129,35,24,20,48,22,5,68,12,0,9,4,85,119,97,36,154,18,0,10
OG_01177,Peve_00023831,2142,4944,3110,2343,3250,1673,4178,1620,1438,209,4156,1709,1257,1794,3492,7006,2020,3501,1845,2160,403,12,3238,1554,24,3333,411,11,1822,936,3371,1809,2085,1654,3643,1524,1262,510
OG_09486,Peve_00024151,1313,2166,837,1520,2479,846,2819,718,1074,4530,4019,759,2224,2569,1999,3276,1335,1789,1120,1483,536,1286,1521,2108,1023,1883,412,1261,670,970,2109,1010,2114,1136,1911,1217,539,661
OG_09487,Peve_00024136,1354,2048,787,1733,2584,874,2646,618,1125,5200,3788,894,2251,3357,2546,4002,1407,1922,1571,1751,433,1795,2362,2553,1454,2383,494,1834,658,983,2457,1340,2332,1213,2567,1537,539,1021
OG_04115,Peve_00024202,83,163,46,7,141,55,92,64,40,114,223,80,48,67,99,75,118,84,137,98,86,47,141,148,123,122,98,55,20,63,132,33,69,40,51,53,46,29
OG_01023,Peve_00024319,534,387,299,328,387,164,483,186,217,68,419,123,93,222,423,384,378,156,114,511,271,28,87,267,114,381,175,80,130,444,417,124,351,162,126,268,143,122
OG_08658,Peve_00024531,325,710,156,123,419,233,490,246,106,250,745,178,182,298,325,409,395,219,153,301,84,70,218,342,97,368,75,98,79,171,407,64,251,120,157,186,37,61
OG_10812,Peve_00024779,699,285,446,208,170,62,457,108,85,1140,942,288,497,539,494,508,411,213,469,273,184,53,226,225,1125,255,167,367,19,0,360,128,439,147,107,131,155,106
OG_17106,Peve_00024781,73,133,127,150,420,116,446,92,62,32,1176,132,717,619,488,475,392,401,54,29,21,11,131,51,12,109,0,3,31,46,201,53,235,76,50,119,52,25
OG_10121,Peve_00024907,803,432,253,258,308,103,432,148,221,135,343,96,219,181,555,391,299,230,716,294,157,557,318,783,414,942,198,241,147,257,463,350,309,427,585,741,150,472
OG_17150,Peve_00025727,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12
OG_09986,Peve_00025843,35,27,45,34,70,33,61,11,47,14,134,25,36,61,122,88,45,33,29,41,10,10,56,86,33,81,13,4,13,28,106,40,117,49,63,37,37,10
OG_05568,Peve_00026081,75,76,32,10,80,25,66,29,35,73,72,20,18,52,54,106,58,37,32,56,35,30,92,102,57,102,43,23,11,30,64,51,62,20,78,32,42,12
OG_17186,Peve_00026244,17,10,20,22,17,11,20,9,3,41,10,4,5,7,21,33,27,26,12,1,3,3,54,46,27,72,4,8,1,9,30,16,20,5,21,15,6,15
OG_06279,Peve_00026233,1855,1020,154,856,494,177,2015,85,1252,932,3120,1151,1545,2378,3350,1756,428,184,750,2219,339,708,644,2389,4081,3498,2421,605,147,864,3156,954,1804,1145,588,2422,294,951
OG_05874,Peve_00026728,3200,11682,6494,8815,14512,4977,7776,3263,6018,1289,15818,3472,9130,10768,8793,28160,9091,9430,3297,6195,759,194,6169,5183,74,4211,483,55,5228,4646,6949,5352,7016,4260,4873,2863,1767,1457
OG_05875,Peve_00026729,1024,6533,2063,4189,5703,1720,3414,1452,1966,134,7254,1186,4524,4685,3099,12132,3355,3503,1079,2748,174,5,2110,1939,7,1644,174,0,1257,1509,2904,1776,3803,1919,1445,1121,600,386
OG_13153,Peve_00027003,48,26,26,10,27,19,59,19,5,30,92,22,64,20,29,112,19,25,24,68,10,11,45,7,61,32,20,10,18,25,41,20,33,17,33,4,7,30
OG_17245,Peve_00027101,127,10,50,55,22,13,55,19,11,27,12,14,35,61,46,38,25,19,56,34,17,14,51,32,36,29,41,27,7,27,21,25,37,9,42,15,21,13
OG_13594,Peve_00027113,4,0,0,16,0,0,0,0,0,6,6,0,0,8,7,3,7,9,0,0,0,0,0,0,3,0,0,0,0,13,0,7,3,0,0,0,0,4
OG_08259,Peve_00027208,72,66,56,40,47,15,80,33,32,35,82,26,48,60,90,76,39,76,31,43,13,14,88,50,31,113,47,6,38,68,104,70,93,40,85,46,36,52
OG_12722,Peve_00027542,737,281,258,416,521,166,1026,215,194,425,917,189,439,541,746,485,406,278,560,421,153,413,634,825,207,810,183,187,104,427,920,307,366,255,376,635,105,250
OG_05856,Peve_00027752,269,594,177,143,362,160,484,212,105,43,624,198,264,386,625,660,533,541,186,359,62,20,199,253,41,270,42,31,135,177,337,158,283,125,210,276,52,69
OG_17285,Peve_00027793,30,98,28,22,23,18,19,31,40,22,79,35,37,48,37,32,27,23,18,100,27,13,49,45,9,52,14,3,0,7,44,32,77,21,10,40,37,6
OG_10480,Peve_00027794,284,506,120,12,191,137,156,78,91,53,303,100,111,102,121,190,134,17,49,508,60,15,168,273,82,235,8,46,44,43,137,112,82,62,48,26,34,5
OG_05228,Peve_00027827,19,0,32,8,24,7,9,3,11,3,12,0,33,16,8,46,11,12,0,0,0,6,0,17,0,4,0,0,3,17,12,0,0,0,15,0,0,18
OG_17286,Peve_00027836,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OG_01781,Peve_00028245,165,222,97,34,178,110,207,99,88,146,335,94,251,232,106,266,136,114,248,120,54,91,225,289,92,210,66,69,75,112,125,84,175,54,166,89,63,73
OG_13239,Peve_00028307,40,70,122,60,70,51,156,92,21,158,0,0,0,0,139,305,164,126,42,43,52,23,6,4,6,7,137,42,99,70,100,57,155,39,44,32,29,26
OG_13016,Peve_00028559,221,95,42,104,56,31,47,18,10,137,50,21,47,58,60,159,50,31,64,72,27,34,210,101,69,123,40,13,4,20,167,80,86,66,207,65,55,60
OG_08545,Peve_00028563,695,601,410,257,1081,466,816,367,239,689,1082,433,655,605,975,1131,847,560,423,350,161,140,774,651,312,1522,292,260,244,393,647,418,476,177,1119,544,393,384
OG_01223,Peve_00028658,43,152,62,45,213,130,167,70,123,36,299,65,141,135,271,470,150,187,78,135,28,37,113,143,0,122,37,8,115,106,185,127,142,63,155,81,36,19
OG_01608,Peve_00029039,924,1395,1376,672,1903,878,1368,884,544,876,1706,765,1115,956,945,2176,2028,1348,1224,1010,735,422,862,774,620,1338,603,506,685,403,745,519,1237,344,2134,389,823,617
OG_01611,Peve_00029042,562,260,105,124,155,74,476,136,135,493,231,58,85,109,416,237,206,171,408,267,243,375,139,266,411,412,344,178,61,233,351,148,105,165,231,373,100,258
OG_06373,Peve_00029291,0,15,0,0,13,7,9,11,9,12,34,6,5,0,4,54,6,20,0,22,0,0,6,0,0,7,0,0,0,0,5,32,18,2,0,0,4,0
OG_08856,Peve_00029455,504,619,499,259,604,265,532,279,251,821,845,445,525,415,559,1070,865,589,695,754,724,623,636,407,1068,662,776,341,288,245,298,152,465,164,737,216,359,165
OG_05666,Peve_00029478,85,170,161,101,101,53,222,71,54,40,280,110,149,154,151,347,151,57,44,144,35,15,102,103,79,158,51,9,40,63,187,102,149,79,226,153,53,53
OG_17389,Peve_00029697,0,14,9,0,162,37,41,12,75,0,73,44,129,39,113,19,98,23,40,252,13,0,92,69,12,273,0,0,5,22,81,9,250,12,37,32,0,17
OG_09657,Peve_00030448,474,755,242,281,711,255,577,267,239,645,1201,319,358,530,478,1004,661,474,412,573,270,211,417,487,509,805,290,239,137,314,569,171,459,172,368,289,174,187
OG_10475,Peve_00030488,91,123,27,21,51,20,37,15,15,0,40,31,6,6,45,37,11,12,0,39,9,0,5,47,0,26,0,5,2,3,25,70,11,22,12,18,0,0
OG_00643,Peve_00030489,139,371,89,16,79,94,111,31,11,37,207,68,14,37,222,46,84,59,73,161,21,6,56,175,47,95,7,20,0,39,138,15,6,58,0,9,18,4
OG_11419,Peve_00030497,0,36,0,0,0,0,3,1,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
OG_09897,Peve_00031062,39,121,11,10,35,12,22,23,14,42,39,14,6,32,15,63,32,23,6,48,9,2,22,56,31,38,21,5,0,8,17,8,24,20,11,8,9,0
OG_09896,Peve_00031067,8861,1895,1131,376,1808,1314,1559,733,677,2723,2901,1739,674,1010,2076,2120,1409,641,1101,964,1744,2278,929,1763,7956,1857,3733,1347,385,571,3267,370,1985,469,857,1192,2008,1204
OG_17479,Peve_00031620,46,39,60,30,65,16,96,30,18,0,125,22,35,40,102,117,86,57,23,32,0,0,48,82,3,56,0,0,0,30,67,72,44,7,34,54,0,7
OG_17483,Peve_00031656,403,669,457,175,626,333,651,289,234,228,1073,193,331,507,806,637,614,447,186,632,150,109,216,377,143,376,65,73,212,348,534,171,470,231,174,354,66,123
OG_06181,Peve_00031660,1836,12999,4927,2656,9880,3987,7416,4901,5051,1294,8469,3726,6083,5495,6104,8080,10103,10368,3439,5620,2217,1159,5950,5578,2386,8368,1364,774,2637,2496,6123,2389,8158,4023,2931,4496,2457,1558
OG_17497,Peve_00031834,0,8,0,0,0,0,0,2,0,3,0,0,4,4,5,10,0,0,0,10,0,0,30,7,3,8,0,9,0,0,0,2,20,0,0,2,0,0
OG_06875,Peve_00031835,17,20,14,0,18,9,12,14,10,6,30,7,38,24,28,22,31,47,20,27,18,21,25,39,31,55,0,8,10,10,32,21,44,4,29,17,0,15
OG_08096,Peve_00032517,275,268,86,116,554,205,171,58,246,363,191,8,82,83,184,217,202,208,553,136,24,66,136,188,22,284,32,25,81,261,206,95,167,97,513,205,45,97
OG_06775,Peve_00032677,155,175,74,78,74,52,228,18,53,67,155,41,105,121,152,213,69,55,206,130,33,205,85,309,156,272,25,71,28,94,158,97,121,123,125,180,44,95
OG_05717,Peve_00033139,146,18,6,20,29,0,34,8,15,12,68,10,13,13,15,13,21,22,13,78,10,12,0,16,16,44,0,2,6,45,7,25,7,31,3,22,15,0
OG_17591,Peve_00033140,236,70,47,12,104,18,77,12,27,0,95,21,18,24,28,45,44,29,98,72,65,13,28,88,7,70,0,0,8,28,34,12,50,14,16,28,17,23
OG_17596,Peve_00033182,24,34,10,27,28,12,19,8,0,52,43,23,19,44,14,48,15,17,19,41,11,16,35,25,55,32,21,7,11,16,54,42,51,9,29,11,5,13
OG_13026,Peve_00033288,31,22,17,55,55,11,180,20,25,0,109,8,108,93,69,73,0,25,16,0,0,4,28,41,5,70,6,0,53,38,38,15,37,4,39,11,5,29
OG_17600,Peve_00033297,119,186,199,67,123,19,180,46,25,7,173,41,29,78,208,192,127,69,71,343,40,17,117,186,70,165,22,0,35,102,125,49,169,45,102,50,78,37
OG_00030,Peve_00033366,264,113,55,74,195,52,216,70,55,45,273,22,125,109,216,154,179,142,39,124,18,11,109,109,37,71,29,28,64,144,136,78,172,43,43,42,15,29
OG_01981,Peve_00033650,918,3510,1500,1575,2587,1173,2972,1569,1529,1566,4584,2527,2057,2516,2671,3828,2587,2112,1141,2535,1003,867,3282,2246,1471,2449,659,627,1459,1643,2714,879,3816,1247,1187,1941,947,1053
OG_01758,Peve_00033792,364,828,347,164,231,118,211,168,135,155,352,116,209,131,163,289,265,77,166,433,118,84,108,238,152,168,137,126,165,258,191,80,264,203,169,125,167,77
OG_11084,Peve_00033908,19,33,6,4,22,5,77,39,29,47,66,66,52,23,29,85,56,48,18,26,39,15,0,8,41,95,49,17,11,26,40,10,38,7,42,31,74,62
OG_17640,Peve_00034068,30,34,7,6,23,12,22,9,0,10,4,17,13,4,15,41,29,26,8,13,27,13,16,20,24,16,21,5,0,10,0,15,21,0,13,19,9,0
OG_17646,Peve_00034212,7,0,3,0,10,11,4,0,0,5,11,8,5,8,0,24,3,0,0,0,5,0,7,21,5,7,3,0,16,0,0,92,8,0,21,4,3,5
OG_10367,Peve_00034268,449,228,199,211,205,67,349,105,110,294,347,149,272,181,158,469,208,201,143,117,101,63,281,196,213,368,240,165,93,135,158,98,159,44,255,156,148,119
OG_17666,Peve_00034555,12,0,34,7,21,2,10,0,0,526,48,6,23,10,0,17,9,4,0,0,3103,17098,7,0,12147,3,5270,7210,15,26,71,28,23,47,50,52,791,120
OG_11984,Peve_00034565,1112,121,64,132,47,19,338,46,36,111,200,36,37,109,216,56,73,31,709,242,98,425,232,777,282,1103,359,436,42,530,328,197,114,467,217,1713,150,953
OG_05366,Peve_00034622,431,94,42,42,538,239,669,173,263,426,763,176,314,345,173,66,118,74,937,271,315,394,527,1469,915,1742,299,312,79,378,434,179,283,366,185,263,107,176
OG_12032,Peve_00034882,625,439,567,936,834,542,714,313,549,2008,673,239,701,702,937,1961,543,789,1052,514,293,368,861,461,374,987,422,306,261,288,916,560,923,320,2508,622,410,457
OG_09796,Peve_00034911,212,233,109,77,292,125,294,45,93,78,433,108,194,257,537,251,369,132,56,195,50,32,196,281,138,257,89,73,25,160,566,128,259,108,40,107,34,67
OG_13685,Peve_00034973,37,55,173,142,291,134,226,68,178,38,220,146,288,149,131,80,183,66,49,335,30,2,205,85,18,293,0,20,78,165,233,115,369,56,69,58,32,89
OG_06101,Peve_00034984,57,104,158,123,600,317,77,35,310,66,405,486,538,183,528,303,336,179,179,219,9,3,263,154,30,942,29,18,75,128,323,112,362,67,162,351,18,152
OG_02260,Peve_00034989,120,212,124,76,195,110,128,70,56,337,282,82,162,108,255,533,268,233,257,92,55,71,290,119,93,169,94,39,54,35,136,90,149,42,410,44,35,43
OG_07531,Peve_00035269,15,122,6,11,11,27,59,15,10,54,43,0,2,6,14,82,19,8,16,22,9,6,5,30,6,21,0,0,0,10,8,23,19,7,8,26,14,0
OG_02666,Peve_00035837,1305,656,318,115,613,365,710,331,298,907,593,149,324,355,284,254,677,404,1453,348,208,375,328,1353,203,1736,121,275,143,324,626,159,383,570,489,458,195,482
OG_17739,Peve_00036018,73,759,173,74,415,239,220,313,435,45,153,133,191,166,145,378,370,356,63,290,84,18,123,101,0,143,37,22,96,66,400,137,619,119,70,152,76,41
OG_08528,Peve_00036019,8,589,39,51,260,165,189,209,390,3,108,66,125,96,36,288,201,123,0,195,30,0,22,57,0,27,0,0,68,28,141,96,551,41,32,85,26,14
OG_07620,Peve_00036161,4947,1688,387,406,805,784,804,400,229,2366,1771,893,311,597,1218,1319,574,597,547,382,660,791,963,816,2006,762,1080,691,145,250,1722,331,395,216,426,978,660,675
OG_07836,Peve_00036194,8523,3810,5473,2281,5220,2265,2272,577,2491,1055,2645,670,1059,1368,3649,3760,4492,2084,3137,5038,1565,353,2884,1986,536,2893,420,320,955,2787,1172,324,1067,272,1872,1995,1087,1067
OG_17751,Peve_00036268,30,164,133,120,397,188,147,111,168,37,280,165,155,198,16,18,21,9,93,231,15,0,0,15,0,17,5,10,152,120,235,143,214,178,185,198,56,74
OG_05819,Peve_00036290,11,12,8,5,15,7,14,13,26,0,32,5,5,23,11,37,6,15,12,43,7,14,49,79,7,57,0,0,5,12,49,22,40,20,104,39,0,17
OG_13428,Peve_00036514,123,451,199,227,758,396,479,319,249,12,957,412,494,750,524,991,708,151,265,968,13,0,331,453,21,1281,16,0,109,290,884,695,637,211,877,646,66,285
OG_04547,Peve_00036602,1405,1412,1042,448,1612,816,1511,762,754,2608,1987,738,718,829,941,1449,1568,789,698,1295,1974,726,444,834,2809,1262,2085,2233,628,689,1022,272,1557,427,645,781,1263,453
OG_17800,Peve_00036861,41,63,54,83,5,0,0,0,13,30,0,0,0,0,344,279,204,196,9,0,4,0,88,90,12,86,7,0,0,7,0,0,13,0,9,14,4,15
OG_01727,Peve_00037183,4,176,183,49,679,120,241,114,119,3,261,34,77,100,79,231,404,135,2,46,8,0,26,13,5,19,0,0,72,54,95,16,128,23,0,8,7,0
OG_09003,Peve_00037483,132,94,71,66,134,49,100,14,21,137,180,34,112,106,140,138,69,50,63,75,57,28,57,62,58,78,64,30,19,23,153,179,120,125,223,97,41,126
OG_12889,Peve_00037791,0,12,10,0,14,8,7,0,19,8,13,10,10,4,0,13,0,22,11,7,10,9,26,0,11,18,25,5,16,3,34,5,16,10,46,13,7,4
OG_08083,Peve_00037792,20,19,46,25,12,0,29,9,0,33,54,17,48,56,51,125,43,28,31,101,58,7,93,23,15,92,13,0,26,7,41,33,45,26,149,9,24,39
OG_06592,Peve_00037895,671,755,129,619,239,88,1124,235,256,1330,901,316,574,837,890,583,374,298,359,962,241,344,564,863,1649,1123,605,445,142,346,919,374,558,349,1013,974,307,464
OG_07821,Peve_00037966,10,21,10,9,17,4,14,9,16,20,23,23,23,26,10,39,21,37,27,26,11,0,6,0,6,17,0,7,4,11,7,15,8,3,15,3,6,11
OG_12125,Peve_00038506,58,91,44,67,143,14,81,30,10,206,140,16,66,77,62,203,128,62,12,19,8,0,27,46,30,51,29,13,9,0,65,25,66,0,70,0,19,7
OG_03330,Peve_00038575,828,549,136,246,292,168,486,148,74,613,704,259,307,473,674,383,246,278,446,641,285,406,507,850,809,1104,642,219,90,293,724,329,307,283,378,595,263,298
OG_11900,Peve_00038653,0,17,13,11,14,4,5,0,4,19,33,7,0,4,10,4,24,14,7,8,0,4,0,6,0,4,0,2,9,9,9,4,4,0,3,11,4,6
OG_11899,Peve_00038670,200,444,81,85,80,63,119,106,126,99,256,127,90,115,228,257,203,147,283,175,95,101,81,232,36,286,60,13,63,115,254,168,175,127,479,188,162,141
OG_04538,Peve_00038682,449,1399,575,220,942,549,899,403,213,34,1089,569,517,678,1046,1753,714,483,204,1216,43,9,347,589,38,619,9,0,187,400,808,1317,228,281,155,194,104,22
OG_04537,Peve_00038681,124,18,0,0,18,8,15,4,16,47,0,3,11,18,30,15,17,23,11,25,15,0,0,13,16,51,148,0,12,11,0,13,4,4,14,6,53,11
OG_11762,Peve_00038685,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,12,11
OG_06599,Peve_00038759,1602,344,287,548,718,341,969,287,576,766,1195,305,577,653,915,827,649,374,1161,1170,692,720,800,1113,605,1184,617,442,168,714,1069,545,781,437,922,1443,414,877
OG_06655,Peve_00038787,69,61,30,16,8,17,8,0,8,6,14,6,5,0,0,0,4,0,10,20,0,0,0,0,0,0,0,0,0,9,0,5,0,5,0,0,0,0
OG_11870,Peve_00038937,64,408,224,203,1238,365,614,223,489,33,731,130,195,250,616,433,926,321,227,531,89,17,228,300,169,406,21,89,63,52,638,372,404,337,243,469,136,61
OG_13334,Peve_00039121,0,217,116,33,387,119,190,109,106,0,264,21,128,82,102,290,261,122,12,168,16,9,4,22,0,37,0,4,84,87,51,25,92,44,11,36,0,9
OG_17961,Peve_00039185,8052,7542,2688,2878,5532,3005,4376,2120,2270,11828,7942,3401,4603,6626,5953,8750,4938,4060,3410,2534,2443,1825,6632,5557,4406,5557,2703,2370,1017,1507,5961,3660,4163,1628,4601,2803,2058,2784
OG_11642,Peve_00039206,280,38,42,173,16,15,108,23,15,44,113,26,109,131,149,103,45,44,129,70,22,77,127,105,58,217,22,34,25,99,208,107,78,106,243,191,30,141
OG_05210,Peve_00039446,428,1088,206,257,465,376,429,427,308,794,607,366,342,410,418,767,522,386,434,359,346,231,461,520,383,593,307,156,185,330,325,285,390,261,528,364,341,289
OG_05498,Peve_00039513,366,360,294,151,591,140,239,139,59,1277,541,145,226,179,304,897,569,246,482,110,242,167,599,331,164,264,164,154,59,82,240,162,262,87,568,71,103,160
OG_12050,Peve_00039839,67,1001,69,72,692,208,0,0,140,79,443,202,115,271,171,136,485,418,22,244,22,7,134,542,242,984,13,26,167,270,278,238,121,298,126,546,193,116
OG_07404,Peve_00039888,934,791,602,306,1648,604,987,349,562,447,1593,397,769,507,658,1440,1265,696,1085,648,363,609,835,778,400,1119,435,328,355,541,813,439,1015,355,1247,689,536,727
OG_07958,Peve_00039971,32,39,30,33,122,40,365,97,83,30,65,17,26,45,73,74,75,53,30,64,71,27,22,34,35,52,17,13,19,41,37,30,89,39,51,45,27,35
OG_10516,Peve_00040090,12,0,0,0,0,0,56,0,2,54,3,0,33,68,0,0,0,0,19,0,16,383,21,5,259,45,54,67,0,18,0,0,33,10,3,10,0,5
OG_02219,Peve_00040315,248,454,205,147,515,163,502,150,95,376,664,148,238,308,340,477,482,348,350,344,156,121,281,264,272,308,234,100,138,153,282,125,287,77,241,90,107,101
OG_02690,Peve_00040405,18,46,7,20,125,45,22,21,52,182,62,17,41,40,131,264,49,80,28,28,5,24,67,80,8,87,136,21,14,34,82,53,23,8,34,22,8,13
OG_09247,Peve_00040431,27794,30301,25592,20434,48268,33953,30708,19307,31679,31424,49722,24344,31107,33716,34115,81039,28328,19077,29497,22310,20745,8479,45694,37280,13300,37126,22345,3128,13054,15535,42549,20842,38815,13677,49092,24400,33491,20855
OG_08622,Peve_00040703,1543,581,796,402,1319,623,971,380,867,2330,1189,887,881,573,1309,1182,1200,482,881,1158,1675,1074,695,1334,4511,1888,2386,2499,448,638,1030,479,1295,371,1720,1188,1763,1015
OG_13211,Peve_00040880,0,64,15,14,35,9,49,18,26,0,64,13,20,16,50,70,86,26,26,24,0,0,127,42,0,120,0,0,0,10,44,0,19,29,0,0,0,0
OG_18057,Peve_00040879,40,66,19,39,33,18,78,58,17,3,99,28,91,83,115,151,119,54,34,39,0,0,249,99,0,288,0,0,36,29,111,73,45,36,36,23,18,12
OG_18058,Peve_00040882,101,39,97,54,106,54,122,49,48,15,183,59,132,79,178,269,86,54,20,142,21,0,43,105,0,87,11,0,20,66,301,388,86,53,92,72,21,31
OG_00355,Peve_00040986,547,241,111,320,148,111,267,72,166,188,309,124,118,183,403,232,200,182,525,269,154,378,654,660,435,1194,202,102,39,126,340,340,151,188,469,625,85,310
OG_05713,Peve_00041095,332,393,169,81,380,110,318,132,66,150,523,110,174,181,238,374,350,128,68,176,78,39,95,115,85,248,63,22,85,153,186,71,205,40,70,76,53,40
OG_05514,Peve_00041134,3578,2433,1750,1751,2972,1206,1771,660,942,5837,1267,538,436,748,2024,3917,2425,1450,2848,2134,1914,795,1870,3121,1760,2604,891,655,637,941,3349,1753,1698,1324,2053,1494,854,809
OG_18078,Peve_00041156,77,136,59,21,118,81,177,64,30,50,146,49,42,30,122,96,127,39,56,39,56,42,26,97,49,85,36,26,34,22,47,43,94,43,76,84,37,66
OG_04560,Peve_00041449,4459,23372,10223,12881,24961,8086,12618,4916,9313,1611,26737,4985,14850,16661,14710,37171,14997,15614,3899,10455,1029,88,8517,7333,313,5565,1046,302,7619,7236,10071,6369,10563,6924,5232,3706,2620,1471
OG_12242,Peve_00041522,200,445,562,254,0,0,315,195,0,0,766,274,420,311,273,420,854,294,23,42,0,0,39,65,2,111,8,3,20,34,58,0,99,6,15,6,10,0
